4,4,539.7999999456815,33.182
1,1,331.4,0.025
2,2,373.4,0.176
3,3,451.89999995461807,5.792
4,4,539.7999999456815,30.948
1,1,331.4,0.057
1,1,331.4,0.059
1,1,331.4,0.066
1,1,331.4,0.063
1,1,331.4,0.06
1,1,331.4,0.063
1,1,331.4,0.055
1,1,331.4,0.076
1,1,331.4,0.055
1,1,331.4,0.052
4,4,539.7999999456815,63.931
4,4,539.7999999456815,65.361
2,2,373.4,0.407
1,1,331.4,0.067
1,1,331.4,0.053
1,1,331.4,0.06
1,1,331.4,0.054
1,1,331.4,0.067
1,1,331.4,0.06
5,5,636.8,8850.275
1,1,331.4,0.029
2,2,373.4,0.188
3,3,451.89999995461807,6.553
4,4,539.7999999456815,34.012
4,4,539.7999999456815,63.762
4,4,539.7999999456815,60.464
2,2,373.4,0.397
3,3,451.89999995461807,12.894
3,3,451.89999995461807,12.947
3,3,451.89999995461807,14.075
3,3,451.89999995461807,13.228
1,1,331.4,0.06
3,3,451.89999995461807,13.155
3,3,451.89999995461807,13.006
3,3,451.89999995461807,12.844
3,3,451.89999995461807,13.451
3,3,451.89999995461807,13.566
3,3,451.89999995461807,13.397
2,2,373.4,0.564
3,3,451.89999995461807,12.7
3,3,451.89999995461807,12.599
3,3,451.89999995461807,12.796
3,3,451.89999995461807,12.897
3,3,451.89999995461807,12.784
3,3,451.89999995461807,12.835
3,3,451.89999995461807,13.203
3,3,451.89999995461807,14.031
3,3,451.89999995461807,14.141
3,3,451.89999995461807,14.442
3,3,451.89999995461807,9.818
3,3,451.89999995461807,6.209
3,3,451.89999995461807,6.28
3,3,451.89999995461807,6.282
3,3,451.89999995461807,6.371
3,3,451.89999995461807,6.466
3,3,451.89999995461807,5.716
3,3,451.89999995461807,5.694
3,3,451.89999995461807,5.732
3,3,451.89999995461807,5.656
3,3,451.89999995461807,5.8
3,3,451.89999995461807,5.771
3,3,451.89999995461807,5.861
1,1,331.4,0.031
3,3,451.89999995461807,5.902
3,3,451.89999995461807,6.514
3,3,451.89999995461807,6.665
3,3,451.89999995461807,6.683
3,3,451.89999995461807,6.743
3,3,451.89999995461807,6.744
3,3,451.89999995461807,5.96
3,3,451.89999995461807,6.128
3,3,451.89999995461807,6.088
3,3,451.89999995461807,5.87
3,3,451.89999995461807,5.864
3,3,451.89999995461807,5.989
3,3,451.89999995461807,5.901
3,3,451.89999995461807,5.982
3,3,451.89999995461807,6.026
3,3,451.89999995461807,5.909
2,2,373.4,0.173
4,4,539.7999999456815,26.158
4,4,539.7999999456815,26.286
2,2,373.4,0.172
4,4,539.7999999456815,26.104
4,4,539.7999999456815,25.953
4,4,539.7999999456815,26.089
4,4,539.7999999456815,26.077
4,4,539.7999999456815,26.597
4,4,539.7999999456815,31.53
4,4,539.7999999456815,26.606
4,4,539.7999999456815,26.73
4,4,539.7999999456815,29.835
4,4,539.7999999456815,33.287
4,4,539.7999999456815,33.436
4,4,539.7999999456815,33.363
2,2,373.4,0.188
4,4,539.7999999456815,31.732
4,4,539.7999999456815,32.58
4,4,539.7999999456815,33.149
4,4,539.7999999456815,30.161
4,4,539.7999999456815,26.876
4,4,539.7999999456815,27.094
4,4,539.7999999456815,30.966
4,4,539.7999999456815,33.578
4,4,539.7999999456815,33.645
4,4,539.7999999456815,31.612
4,4,539.7999999456815,31.912
4,4,539.7999999456815,30.782
4,4,539.7999999456815,33.136
4,4,539.7999999456815,33.135
4,4,539.7999999456815,33.631
4,4,539.7999999456815,33.792
4,4,539.7999999456815,33.777
4,4,539.7999999456815,33.301
4,4,539.7999999456815,33.936
4,4,539.7999999456815,33.908
4,4,539.7999999456815,33.563
4,4,539.7999999456815,33.807
2,2,373.4,0.184
